channel_id	description
UCgc00bfF_PvO_2AvqJZHXFg	"Welcome to the official Boyce Avenue YouTube channel! On this channel, you’ll find a variety of acoustic covers of popular music and original music videos. Boyce Avenue is a Sarasota, Florida-based band popular for its strong acoustic roots, which consists of the three brothers Alejandro (lead vocals, guitar, piano), Fabian (guitar, vocals), and Daniel (bass, percussion, vocals). The band was formed in 2004 and in 2007 they began posting their videos on YouTube to great success. The band has performed headline shows in more than 30 countries all over the world and continue to tour new places every year. Because of your support we are the most viewed independent band in the world! We do what we love every day because of you! Thanks so much! Make sure to subscribe and enable ALL notifications so you never miss a video! For instant updates about us and our music, follow us on our social media accounts below.

Management: 3PeaceManagement@gmail.com"
UCIwFjwMjI0y7PDBVEO9-bkQ	Help change the world. http://smarturl.it/imsolonely
UCLkAepWjdylmXSltofFvsYQ	"방탄소년단 공식 유튜브 채널 입니다.
This is the Official YouTube channel for BTS."
UC5OrDvL9DscpcAstz7JnQGA	The Official YouTube Channel of The King of Pop - Michael Jackson. For more info, visit www.michaeljackson.com
UCe52oeb7Xv_KaJsEzcKXJJg	"Welcome to the official YouTube page of MBC, MBC Kpop
Enjoy ""Show! Music Core"" the hottest K-pop program and the essence of live music on ""The Masked Singer"". Subscribe and stay tuned for the latest updates!"
UCORIeT1hk6tYBuntEXsguLg	Scott Bradlee's Postmodern Jukebox: Today's hits, yesterday (vintage style covers). For live concert tickets, music downloads, merch, and instant updates, check out Postmodern Jukebox's links below!
UCnyB9MYKRkSFK3IIB32CoVw	#OKNotToBeOK is out now with the incredible @marshmellomusic!! Take a moment today to check in with yourself and your loved ones 💖 https://lnk.to/OkNotToBeOk
UCDPM_n1atn2ijUwHd0NNRQw	"The official YouTube channel of Coldplay. 

With over 100 million records sold, 9 Brit Awards and 7 Grammys, Coldplay is an iconic, alternative rock band with hit songs like Viva La Vida, Hymn For The Weekend, Paradise, The Scientist, Fix You, Adventure Of A Lifetime and Yellow. The band's legendary catalogue also includes eight #1 albums: Parachutes, A Rush of Blood to the Head, X&Y, Viva la Vida, Mylo Xyloto, Ghost Stories and A Head Full of Dreams, as well as popular collaborations like Something Just Like This with The Chainsmokers and Princess of China featuring Rihanna. With their new album Everyday Life featuring Orphans, Coldplay remains as innovative and influential as ever.

Subscribe to Coldplay’s channel for the latest official videos."
UC9CoOnJkIBMdeijd9qYoT_g	"https://arianagrande.lnk.to/positions
"
UCqECaJ8Gagnn7YCbPEzWH6g	you drew stars around my scars
UCulYu1HEIa7f70L2lYZWHOw	Michael Jackson on Vevo - Official Music Videos, Live Performances, Interviews and more...
UComP_epzeKzvBX156r6pm1Q	
UCDPM_n1atn2ijUwHd0NNRQw	"The official YouTube channel of Coldplay. 

With over 100 million records sold, 9 Brit Awards and 7 Grammys, Coldplay is an iconic, alternative rock band with hit songs like Viva La Vida, Hymn For The Weekend, Paradise, The Scientist, Fix You, Adventure Of A Lifetime and Yellow. The band's legendary catalogue also includes eight #1 albums: Parachutes, A Rush of Blood to the Head, X&Y, Viva la Vida, Mylo Xyloto, Ghost Stories and A Head Full of Dreams, as well as popular collaborations like Something Just Like This with The Chainsmokers and Princess of China featuring Rihanna. With their new album Everyday Life featuring Orphans, Coldplay remains as innovative and influential as ever.

Subscribe to Coldplay’s channel for the latest official videos."
UCpx_k19S2vUutWUUM9qmXEg	Imagine Dragons on Vevo - Official Music Videos, Live Performances, Interviews and more...
UC98tcedR6gULv8_b70WJKyw	"Leo Moracchioli runs a studio in Norway called Frog Leap Studios. This channel contains music covers, gear review, studio updates and other shenanigans.

www.frogleapstudios.com"
UCFvXnyAhluG3sa6p3eOs_LA	The official Jonas Brothers YouTube Chanel 🙍🏻‍♂️🙍🏻‍♂️🙍🏻‍♂️
UCEuOwB9vSL1oPKGNdONB4ig	The official YouTube channel of the Red Hot Chili Peppers.
UCyjuFsbclXyntSRMBAILzbw	The official home of 2CELLOS - we post our new videos and live concert footage here every few weeks, so keep coming back for the latest 2CELLOS!!
UClesqLjeKJd-dG8xLfzJyCQ	"Hailed as the “biggest new rock act in the world” by Rolling Stone, 5 Seconds of Summer (5SOS) have made chart history, becoming the only band (not vocal group) in chart history to see its first three full-length studio albums enter the Billboard 200 at #1. 

Combined sales of 5SOS’s first two albums now exceed six million units worldwide. Having already sold over 1 million concert tickets around the globe, in 2016 the band played 101 sold-out arena shows at some of the world's biggest venues.

The band’s latest album ‘Youngblood’, went straight to the top spot of the Billboard 200 when released in June 2018 and has to date sold over 1 million copies. ‘Youngblood’ – the album’s title song – quickly became a global smash hit, with cumulative sales already surpassing 3.5 million. The single took the #1 spot on Spotify’s ‘Today’s Top Hits’ playlist. The track has also hit Spotify’s Global Top 10 and topped Australia’s official singles chart for 8 consecutive weeks, giving ‘Youngblood’ the"
UCQ5kHOKpF3-1_UCKaqXARRg	"The follow-up to Native (whose host of smash singles include “Counting Stars,” a #1 hit in 54 countries), Oh My My came to life in nearly 20 cities around the world, including Rio, Moscow, Mexico City, Tokyo, Paris, and London. From track to track, OneRepublic—which features lead singer/songwriter Ryan Tedder, bassist Brent Kutzle, guitarists Zach Filkins and Drew Brown, and drummer Eddie Fisher—parallel the extraordinary scope of the album’s creation by blending alt-rock, gospel, synth-pop, nu-disco, and folk. With its abundance of sweeping, stadium-ready anthems, Oh My My shapes those eclectic elements into songs built on both masterfully expansive arrangements and bravely intimate lyrics.
 
A Grammy Award-winning songwriter and producer who’s worked with the likes of Adele, Taylor Swift, Beyoncé, and U2, Tedder co-produced Oh My My along with Kutzle, Noel Zancanella (Ellie Goulding, Maroon 5, Ariana Grande), and Benny Blanco (Passion Pit, Charli XCX, Rihanna)."
UCe1JDfpNjAg2cAeDCMuh7ZA	Canal oficial do Rock in Rio.Confira aqui os bastidores do festival em vídeos exclusivos.
UCSNxIry_FPFcQDFRbi3VOAw	"🎸 Welcome to the Andertons Music Co. YouTube channel! 🎸 

Andertons Music Co. has been a family run business since 1964, so it's fair to say we know a thing or two about guitars!

This channel is dedicated to guitars, effects pedals and amplifiers.
Showcasing all of the best gear as well as legendary guest players like John Petrucci, Paul Gilbert & Eric Gales. It doesn't matter if you're interested in a private stock PRS, an entry-level acoustic guitar or a full-on shred machine - Andertons Music Co. has got you covered!

Check out our Weekly Video Schedule below so you never miss another episode! 
🎥  Video Schedule  🎥 
» Monday - Acoustic Paradiso 
» Tuesday - Guitar, Amp or Pedal Reviews
» Wednesday - Sound Like (ft. Rabea & Matt)
» Thursday - Guitar, Amp or Pedal Reviews
» Friday - All About The Bass 
» Sunday - Captain Meets Interviews 

Don't forget to hit the notification bell & subscribe!

Visit the Andertons Music Co. website: www.andertons.co.uk"
UCXm0v3a9g17bSATE-DMMxRg	"La escuela online para aprender a tocar la guitarra ¡¡Suscríbete para saberlo todo sobre la guitarra!! 
Aprende a tocar guitarra de manera fácil, y divertida con tutoriales de máxima calidad.

Soy Carlos Asensio, fundador de Guitarraviva, y quiero ser tu profesor de guitarra junto al resto del equipo. Llevo desde el año 2011 al frente de Guitarraviva haciendo los tutoriales que me piden en los comentarios, e intentando llevar la cultura musical a todas las partes del mundo.

NEGOCIOS/ MEDIA/ PRENSA SOLAMENTE: 
NO HAGO MARKETING DE AFILIADOS NI NADA AL ESTILO, TU CORREO SERA IGNORADO SI ES DE ESO.
SOLO EMPRESAS.

contratacion@guitarraviva.com

¡Ah! Y si quieres enviar algo al estudio de GUITARRAVIVA puedes hacerlo a:

Guitarraviva
Aptdo Correos 610
41500 - Alcalá de Gra
Sevilla 
España"
UCz8FPpkJMwayyReSDLTX8IQ	Listen to the 15th Anniversary Edition of #AllTheRightReasons, newly remastered with B-Sides and live tracks! Listen here: https://rhino.lnk.to/ATRR15
UCmPuJ2BltKsGE2966jLgCnw	AC/DC on Vevo - Official Music Videos, Live Performances, Interviews and more...
UCG7AaCh_CiG6pq_rRDNw72A	"Over twenty years ago, a story of success began in the Austrian town of Eisenerz. What started out as a one-person operation in a cramped living-room, became one of the biggest record labels of the independent scene. Fans of the heavier genres have long come to know the name ""Napalm Records"". As of today, Napalm has released more than 600 albums – many of which have reached cult status. 


Napalm Records Handels GmbH
Hammerplatz 2
8790 Eisenerz, Austria
Fax: +43 3848 8117 4
E-mail address: order@napalmrecords.com
Managing Directors: Markus Riedler, Thomas Caser"
UC599MoN2FAQyhHeopdKDHqA	What's up, we’re Our Last Night! Welcome to our YouTube channel! We’re an American rock band made up of Trevor Wentworth on vocals, Matt Wentworth on guitar/vocals, Alex Woodrow on bass, and Tim Molloy on drums. We release both original music and cover songs by combining melodic and heavy instrumentals with vocals inspired by rock and pop. Whether you’re into rock covers, throwback covers, original rock music, or behind the scenes vlog content, there’s a special playlist for you under our Playlist tab. Thank you for watching, supporting, and subscribing! For daily content, check out our social media accounts below!
UC4gPNusMDwx2Xm-YI35AkCA	'From the north side of Dublin. 14 x studio albums. 22 x Grammys. 1 x Amnesty Intl Ambassador Of Conscience Award. #U2
UCDDmukrq0bwckrp09bNt-Rw	Evanescence on Vevo - Official Music Videos, Live Performances, Interviews and more...
UCzGrGrvf9g8CVVzh_LvGf-g	Nirvana on Vevo - Official Music Videos, Live Performances, Interviews and more...
UCE8NoMFnai3tTuwdiQJ-78A	"Official YouTube channel for Skillet. 


Victorious (The Aftermath) - available now: 
https://skillet.lnk.to/aftermath"
UCB0JSO6d5ysH2Mmqz5I9rIw	AC/DC music videos and live concerts.
UCoLrcjPV5PbUrUyXq5mjc_A	
UCDt9GAqyRzc2e5BNxPrwZrw	中華職業棒球大聯盟為台灣唯一一個職業運動聯盟，目前聯盟共有四支球團，每年共打240場例行賽，每場精采賽事也都會剪輯精彩畫面提供給球迷朋友於Youtube頻道觀看。
UCrjlKkKTAyNn6gekRM3p0Aw	"パ・リーグが、野球が大好きで大好きで皆さまへ。

「プロ野球チャンネルパ」では【2010年から2015年頃まで】のパ・リーグの映像をアップ。今振り返ってみると懐かしのシーンや、すでに引退してしまった選手、超大物に育った選手を振り返ることができる貴重なコンテンツとなっております。

今では見ることができない映像なども満載となっておりますので、是非ともご覧ください!!"
